Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3471736907959,24.817058905170082,23.90623813027048,24.805923508061987,212818400
2015-01-05,23.661270141601562,24.195736818722285,23.47420773907181,24.11556673220304,257142000
2015-01-06,23.663496017456055,23.924047932143324,23.300503232989357,23.725850147566927,263188400
2015-01-07,23.995315551757812,24.095527326889126,23.761485811087393,23.872832983021304,160423600
2015-01-08,24.917266845703125,24.975167843506746,24.20687143499122,24.324900849481665,237458000
2015-01-09,24.944000244140625,25.22014082468434,24.543149644138918,25.090977664792295,214798000
2015-01-12,24.329360961914062,25.082067353023294,24.229149170742033,25.0753867934816,198603200
2015-01-13,24.545368194580078,25.119919947298015,24.253639179396174,24.81482811759365,268367600
2015-01-14,24.45183753967285,24.6054954684306,24.162334237858946,24.282589377119052,195826400
2015-01-15,23.788209915161133,24.50973911875799,23.75257970337788,24.49637800171715,240056000
2015-01-16,23.603376388549805,23.95746132916237,23.427447627984513,23.83497874300196,314053200
2015-01-20,24.21132469177246,24.266998267057435,23.716943071398276,24.01535261939484,199599600
2015-01-21,24.396162033081055,24.73242921365272,24.111111892689326,24.26254408954445,194303600
2015-01-22,25.030838012695312,25.04642654470863,24.43401726000712,24.55427237797667,215185600
2015-01-23,25.160011291503906,25.33148521306829,24.837103427615677,25.008579048203316,185859200
2015-01-26,25.186725616455078,25.46732091715834,25.119918344207544,25.329249836077082,222460000
2015-01-27,24.30486488342285,25.048665007932122,24.2803683653118,25.035302189583984,382274800
2015-01-28,25.678884506225586,26.304656774129587,25.678884506225586,26.19553532123924,585908400
2015-01-29,26.47835922241211,26.54294078942319,25.734559191166447,25.903807377160213,337745600
2015-01-30,26.090862274169922,26.723313204478448,26.021825893056388,26.36700270155657,334982000
2015-02-02,26.418230056762695,26.538485209317315,25.85036048522611,26.289068625372668,250956400
2015-02-03,26.42268943786621,26.520673813108907,26.191087070797703,26.389284939909757,207662800
2015-02-04,26.625333786010742,26.836894420790948,26.346965871054884,26.389278337815508,280598800
2015-02-05,26.81537628173828,26.880212729242217,26.661110192652067,26.833260845471905,168984800
2015-02-06,26.589563369750977,26.88467995466242,26.482247472633944,26.833257363064437,174826400
2015-02-09,26.766185760498047,26.793013454820173,26.477776106437283,26.50460550648768,155559200
2015-02-10,27.280406951904297,27.3094725657908,26.864562280177072,26.866796784531022,248034000
2015-02-11,27.91982078552246,27.928763918268643,27.38771718008579,27.448081193962324,294247200
2015-02-12,28.2730655670166,28.50111117734957,28.07408556321851,28.18363594935128,297898000
2015-02-13,28.41168212890625,28.456396085770706,28.091972390713874,28.456396085770706,217088800
2015-02-17,28.579364776611328,28.814117337065813,28.375912330120336,28.50334899575121,252609600
2015-02-18,28.778343200683594,28.791757047141328,28.494404275321486,28.53464752042288,179566800
2015-02-19,28.71797752380371,28.847650392186146,28.691149830847475,28.724684447042772,149449600
2015-02-20,28.95273208618164,28.95273208618164,28.628551598396026,28.755986560261935,195793600
2015-02-23,29.73524284362793,29.73524284362793,28.988508992469992,29.06899550053509,283896400
2015-02-24,29.549673080444336,29.8693845698474,29.32609985286002,29.72182542089214,276912400
2015-02-25,28.793994903564453,29.42223854795156,28.65090817226166,29.413293708300706,298846800
2015-02-26,29.15842056274414,29.259027835041444,28.306607093059874,28.793995102234582,365150000
2015-02-27,28.72022247314453,29.191962188079685,28.671036083040793,29.064523792413485,248059200
2015-03-02,28.86107063293457,29.1271233518834,28.68444926274765,28.896843172439333,192386800
2015-03-03,28.92144012451172,28.9572126686642,28.63750109891996,28.832012175588094,151265200
2015-03-04,28.738100051879883,28.966145690330134,28.68891708226962,28.863303920067874,126665200
2015-03-05,28.26189422607422,28.785054791496215,28.116571278214177,28.747047749884217,226068400
2015-03-06,28.304367065429688,28.923664085179542,28.228352995409573,28.706797806067318,291368400
2015-03-09,28.42509651184082,28.968381161803812,27.96006384646117,28.608426467613626,354114000
2015-03-10,27.83710289001465,28.442986128726435,27.678366103995987,28.26189236121879,275426400
2015-03-11,27.329591751098633,27.895231762365803,27.300527844629684,27.8907610481892,275756000
2015-03-12,27.823684692382812,27.92429365811465,27.193208322230415,27.345238169927427,193450800
2015-03-13,27.63141441345215,28.03608311578845,27.405606681429926,27.812509887920488,207309200
2015-03-16,27.93548011779785,27.93548011779785,27.470449000672804,27.69625678101623,143497200
2015-03-17,28.402742385864258,28.465342615236214,28.091975743104673,28.147869048719393,204092400
2015-03-18,28.722450256347656,28.87671631544111,28.25294686148329,28.39379736822414,261083600
2015-03-19,28.505590438842773,28.896843640944535,28.483233454154103,28.785057011772604,183238000
2015-03-20,28.147865295410156,28.70679657129971,27.9824216104552,28.673261956985122,274780400
2015-03-23,28.440750122070312,28.583836851496212,28.28648404895587,28.420629350304967,150838800
2015-03-24,28.32448959350586,28.62631137025159,28.295423985491286,28.445219327641052,131369200
2015-03-25,27.584461212158203,28.353553577428713,27.584461212158203,28.290953353414263,206620800
2015-03-26,27.776737213134766,27.919823941792988,27.410077257732027,27.44584979276076,190291600
2015-03-27,27.555395126342773,27.879575563185004,27.47938106198508,27.850511663117892,158184800
2015-03-30,28.252946853637695,28.259653776948035,27.723077737654247,27.734257080323616,188398800
2015-03-31,27.819210052490234,28.279770244160932,27.80355999857117,28.19034063359716,168362400
2015-04-01,27.778974533081055,27.973483862183773,27.52186497090484,27.90641120918879,162485600
2015-04-02,28.018198013305664,28.071855112621336,27.765560869371296,27.953361569840364,128880400
2015-04-06,28.472055435180664,28.5078279769317,27.796864914052236,27.828165035220056,148776000
2015-04-07,28.172454833984375,28.644192640097344,28.16574791199018,28.5368784767345,140049200
2015-04-08,28.080806732177734,28.259666058248445,27.93995616426409,28.136700058358713,149316800
2015-04-09,28.295425415039062,28.299897834526416,27.870637673066224,28.136688637803104,129936000
2015-04-10,28.416154861450195,28.44074805119158,28.00478097073652,28.15904532689003,160752000
2015-04-13,28.360265731811523,28.744813691106838,28.306608630720113,28.700096313028435,145460400
2015-04-14,28.237300872802734,28.45863790263033,28.150107445727365,28.393801458392254,102098400
2015-04-15,28.344614028930664,28.42286431884388,28.17246339112159,28.261893024906005,115881600
2015-04-16,28.208232879638672,28.416156043364218,28.1948190322139,28.232826070402965,113476000
2015-04-17,27.89076042175293,28.20152707476349,27.825923980413755,28.069619687911235,207828000
2015-04-20,28.52794647216797,28.644203812109193,27.984663404280894,28.07409304578182,188217200
2015-04-21,28.37367820739746,28.662086160547364,28.320019406400373,28.639730885391035,129740400
2015-04-22,28.755985260009766,28.81187856266813,28.241767898989742,28.391561540739385,150618000
2015-04-23,28.990739822387695,29.158419741982218,28.6486730593314,28.684445594261174,183083600
2015-04-24,29.127117156982422,29.205369144073924,28.89236460716432,29.174069031528603,178103600
2015-04-27,29.656986236572266,29.764303838305786,29.321626406932367,29.580972160603473,387816800
2015-04-28,29.18971824645996,30.079538682132394,28.96838294814101,30.061655827111,475696000
2015-04-29,28.76045799255371,29.41999828881174,28.6844439188603,29.100290231624236,253544400
2015-04-30,27.98019027709961,28.760460377813512,27.852753603311214,28.760460377813512,332781600
2015-05-01,28.829771041870117,29.09358926122926,28.01373001177917,28.19258759539381,234050400
2015-05-04,28.77387237548828,29.19195661150289,28.67549961407308,28.952731631565324,203953200
2015-05-05,28.125513076782227,28.717980772973775,28.121040656964716,28.650908121538166,197085600
2015-05-06,27.948883056640625,28.33789990315106,27.57998697711082,28.295420454110236,288564000
2015-05-07,28.121763229370117,28.30585900513837,27.84337315842031,28.011753503800545,175763600
2015-05-08,28.65159797668457,28.65159797668457,28.312591761200302,28.440560745305138,222201600
2015-05-11,28.359731674194336,28.63811994824465,28.20482125509922,28.599954159232293,168143200
2015-05-12,28.258708953857422,28.485459888876736,28.02297581655047,28.198091078388448,192640000
2015-05-13,28.290145874023438,28.555064374133654,28.25871501069287,28.321576737354007,138776800
2015-05-14,28.9501895904541,28.9501895904541,28.54832339250464,28.604450166982335,180814000
2015-05-15,28.909780502319336,29.07142588991975,28.78405707323157,28.977133318103927,152832000
2015-05-18,29.22858428955078,29.34757279637572,28.817735823724174,28.822226925596905,203531600
2015-05-19,29.201641082763672,29.38349129151326,29.105101245283976,29.340834393025016,178532800
2015-05-20,29.199392318725586,29.405938435685503,29.037746935764538,29.18592244109657,145819600
2015-05-21,29.49799156188965,29.55187450613996,29.147760988529953,29.20164393278026,158921600
2015-05-22,29.75617027282715,29.852710109615263,29.500232309437745,29.545136471128906,182384000
2015-05-26,29.100608825683594,29.83923909343179,28.988355277149765,29.769642441453847,282790400
2015-05-27,29.6439208984375,29.693312742694495,29.1971538877134,29.262259450211957,183332800
2015-05-28,29.58554458618164,29.623710381093538,29.432881406534047,29.603505564794247,122933200
2015-05-29,29.2487850189209,29.51145791757501,29.163471223805256,29.462066081003485,203538000
2015-06-01,29.307151794433594,29.49798417671604,29.19714552114429,29.248781188723065,128451200
2015-06-02,29.17694854736328,29.33410285551241,29.033264119097367,29.15449646375327,134670400
2015-06-03,29.212858200073242,29.39695563770264,29.163466371719306,29.334093933562347,123934000
2015-06-04,29.0422420501709,29.316141018831917,28.941214528286036,29.091633892106945,153800400
2015-06-05,28.88283920288086,29.116328522723116,28.81773364632694,29.0736716224227,142507200
2015-06-08,28.692007064819336,29.008562886952447,28.474234911355254,28.938962810785547,210699200
2015-06-09,28.6066951751709,28.754870688024273,28.202583410108897,28.44504978400478,224301600
2015-06-10,28.93446922302246,29.03774054592405,28.703225526539857,28.718940951266553,156349200
2015-06-11,28.86937141418457,29.22633693353292,28.844675492522967,29.001829800502716,141563600
